ID,Name,Rareness,ItemType,LevelRequirement,HonorPointReq,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3,Description2,Description3,
251,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
252,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
253,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
254,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
255,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
256,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
257,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
258,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
259,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
260,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
261,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
262,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
263,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
264,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
265,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
266,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
267,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
268,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
269,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
270,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
271,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
272,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
273,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
274,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
275,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
276,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
277,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
278,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
279,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
280,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
281,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
282,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
283,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
284,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
285,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
286,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
287,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
288,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
289,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
290,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
291,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
292,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
293,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
294,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
295,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
296,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
297,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
298,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
299,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
300,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
301,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
302,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
303,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
304,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
305,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
306,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
307,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
308,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
309,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
310,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
311,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
312,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
313,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
314,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
315,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
316,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
317,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
318,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
319,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
320,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
321,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
322,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
323,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
324,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
325,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
326,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
327,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
328,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
329,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
330,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
331,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
332,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
333,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
334,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
335,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
336,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
337,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
338,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
339,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
340,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
341,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
342,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
343,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
344,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
345,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
346,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
347,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
348,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
349,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
350,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
351,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
352,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
353,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
354,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
355,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
356,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
357,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
358,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
359,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
360,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
361,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
362,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
363,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
364,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
365,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
366,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
367,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
368,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
369,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
370,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
371,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
372,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
373,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
374,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
375,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
376,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
377,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
378,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
379,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
380,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
381,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
382,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
383,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
384,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
385,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
386,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
387,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
388,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
389,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
390,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
391,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
392,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
393,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
394,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
395,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
396,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
397,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
398,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
399,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
400,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
401,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
402,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
403,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
404,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
405,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
406,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
407,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
408,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
409,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
410,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
411,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
412,Whirlwind,2,5,30,4294967196,0,0,0,0,0,0,Sword Single Hit,Attack Range 2M / 2M,
413,Dragon Blade,2,5,30,4294967196,0,0,0,0,0,0,Sword Multi-Hits (4),Attack Range 2M / 2M,
414,Devil's Strike,2,5,30,4294967196,0,0,0,0,0,0,Blade Single Hit,Attack Range 2M / 2M,
415,Flash of Rage,2,5,30,4294967196,0,0,0,0,0,0,Blade Multi-Hits (3),Attack Range 2M / 2M,
416,Dragon Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Marble Single-Hit ,Attack Range 8M / 12M,
417,Four Gods' blows,2,5,30,4294967196,0,0,0,0,0,0,Marble Multi-Hit (4),Attack Range 8M / 12M,
418,Dark Glimmer,2,5,30,4294967196,0,0,0,0,0,0,Katana Sing,e Hit,Attack Range 2M / 2M
419,Rain of Arrows,2,5,30,4294967196,0,0,0,0,0,0,Katana Multi-Hit (4),Attack Range 2M / 2M,
420,Dragon's Whirl,2,5,30,4294967196,0,0,0,0,0,0,Double Blade Single Hit,Attack Range 1M / 1M,
421,Dark Typhoon,2,5,30,4294967196,0,0,0,0,0,0,Double Dlade,Attack Range 1M / 1M,
422,Frozen Thunder,2,5,30,4294967196,0,0,0,0,0,0,Lute single-Hit,Attack Range 8M / 12M,
423,Flash from Heaven,2,5,30,4294967196,0,0,0,0,0,0,Lute Multi-Hit,Attack Range 8M / 12M,
424,Aeroblast,2,5,30,4294967196,0,0,0,0,0,0,Light blade Single Hit,Attack Range 2M / 3M,
425,Bloody Sword,2,5,30,4294967196,0,0,0,0,0,0,Light Blade Multi (3),Attack Range 2M / 2M,
426,Demon's Breath,2,5,30,4294967196,0,0,0,0,0,0,Long Spear Single hit,Attack Range 2M / 4M,
427,Devil Illusion,2,5,30,4294967196,0,0,0,0,0,0,Long Spear multi (3),Attack Range 2M / 2M,
428,Devil Hallucination,2,5,30,4294967196,0,0,0,0,0,0,Scepter Single hit,Attack Range 8M / 12M,
429,Devil Spirit,2,5,30,4294967196,0,0,0,0,0,0,Scepter Multi hit (3),Attact Range 8M / 12M,
430,5-Star Formation,2,5,30,4294967196,0,0,0,0,0,0,ncrease Chance to hit,11%/40% 195sec/480 sec,
431,Oval Formation,2,5,30,4294967196,0,0,0,0,0,0,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,
432,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
433,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
434,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
435,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
436,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
437,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
438,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
439,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
440,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
441,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
442,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
443,Slayer Formation,2,5,40,4294967196,0,0,0,0,0,0,dmg to trapped enemies,dmg Applied 210%/400%,
444,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
445,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
446,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
447,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
448,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
449,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
450,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
451,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
452,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
453,Tiger Army Formation,3,5,50,4294967196,0,0,0,0,0,0,Heavenly Shield,HP Shield 113% / 200%,
454,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
455,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
456,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
457,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
458,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
459,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
460,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
461,Brute Force Formation,3,5,60,4294967196,0,0,0,0,0,0,Stun trapped enemies,Chance of stun 51%/90%,
462,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
463,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
464,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
465,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
466,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
467,Steel Wall Formation,3,5,70,4294967196,0,0,0,0,0,0,dmg to trapped enemies,Dmg Applied 210%/500%,
468,Steel Cannon,2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
469,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
470,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
471,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
472,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
473,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
474,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
475,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
476,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
477,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
478,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
479,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
480,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
481,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
482,Steel Cannon (HS),2,5,60,4294967196,0,0,0,0,0,0,HP Shield 111% / 150%,Duration 60sec / 60sec,
483,Heavenly Blow,2,5,60,4294967196,0,0,0,0,0,0,Chance of deadly 12/75%,Duration 64sec/180 sec,
484,Zeus' Roar(GS),3,5,70,4294967196,0,0,0,0,0,0,Luck Applied 13% / 100%,Duration 65sec/240sec,
485,Zeus' Roar(GS),3,5,70,4294967196,0,0,0,0,0,0,Luck Applied 13% / 100%,Duration 65sec/240sec,
486,Zeus' Roar(GS),3,5,70,4294967196,0,0,0,0,0,0,Luck Applied 13% / 100%,Duration 65sec/240sec,
