ID,Name,Level,Health,ModelID,RadiusInfo1,RadiusInfo2,WalkSpeed,RunSpeed,DeathSpeed,Damage,Defense,AttackSuccess,AttackBlock,ElementAttackPower,ElementDefensePower,Critical,clickheight,clickdepth,Unknown56,Unknown60,Unknown64,Unknown68,Unknown72,Unknown76,Unknown80,Unknown84,Unknown92,Unknown100,Unknown104,Unknown108,Unknown112,Unknown116,Unknown120,Unknown124,Unknown128,Unknown180,Unknown184,Unknown188,Unknown192,Unknown196,Unknown200,Unknown204,Unknown208,Unknown212,Unknown216,Unknown220,Unknown224,Unknown228,Unknown232,Unknown236,Unknown240,Unknown244,Unknown248,Unknown252,Unknown256,Unknown260,Unknown264,Unknown268,Unknown272,Unknown276,Unknown280,Unknown284,Unknown288,Unknown292,Unknown296,Unknown300,Unknown304,Unknown308,Unknown312,Unknown316,Unknown320,Unknown324,LightATK,ShadowATK,DarkATK,Unknown340,Unknown344,Unknown348,Unknown352,Unknown356,Unknown360,Unknown364,Unknown368,Unknown372,Unknown376,Unknown380,Unknown384,Unknown388,Unknown392,Unknown396,Unknown400,Unknown404,Unknown408,Unknown412,Unknown416,Unknown420,Unknown424,Unknown428,Unknown432,Unknown436,Unknown440,Unknown444,Unknown448,Unknown452,Unknown456,Unknown460,Unknown464,Unknown468,Unknown472,Unknown476,Unknown480,Unknown484,Unknown488,Unknown492,Unknown496,Unknown500,Unknown504,Unknown508,Unknown512,Unknown516,Unknown520,Unknown524,Unknown528,Unknown532,Unknown536,Unknown540,Unknown544,Unknown548,Unknown552,Unknown556,Unknown560,Unknown564,Unknown568,Unknown572,Unknown576,Unknown580,Unknown584,Unknown588,Unknown592,Unknown596,Unknown600,Unknown604,Unknown608,Unknown612,Unknown616,Unknown620,Unknown624,Unknown628,Unknown632,Unknown636,Unknown640,Unknown644,Unknown648,Unknown652,Unknown656,Unknown660,Unknown664,Unknown668,Unknown672,Unknown676,Unknown680,Unknown684,Unknown688,Unknown692,Unknown696,Unknown700,Unknown704,Unknown708,Unknown712,Unknown716,Unknown720,ImproveStone1_Chance,ImproveStone1_ID,ImproveStone2_Chance,ImproveStone2_ID,Unknown740,PetDropChance,PetID1,PetID2,Unknown756,Unknown760,Unknown764,Unknown768,Unknown772,Unknown776,Unknown780,Unknown784,Unknown788,Unknown792,Unknown796,Unknown800,Unknown804,Unknown808,Unknown812,Unknown816,Unknown820,Unknown824,Unknown828,Unknown832,Unknown836,Unknown840,Unknown844,Unknown848,Unknown852,Unknown856,Unknown860,Unknown864,Unknown868,Unknown872,Unknown876,Unknown880
26,Vagabond,34,2404,8,150,10,28,60,100,272,171,0,0,34,34,37,17,8,70,23,20,0,90,150,5,5,304,5,2,0,0,7,200,150,30,240,110,150000,182,188,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
27,Buckethead,37,2616,48,130,10,20,55,100,305,186,0,0,37,37,41,15,8,70,23,29,0,90,150,5,5,328,5,2,0,0,8,50,130,30,261,122,150000,198,204,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,30000,506,2000,509,0,0,0,0,0,0,10,0,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
28,Bandit Leader,40,2828,16,310,10,13,65,100,352,202,0,0,40,40,44,20,9,70,23,32,0,90,150,5,5,344,5,1,0,0,9,100,150,40,282,134,150000,213,224,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,10000,508,2000,509,0,0,0,0,0,0,10,0,0,1,22500,0,0,2250,2250,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
29,Yiniyeon,31,2191,35,310,10,20,70,100,228,156,0,0,31,31,34,20,11,70,23,33,0,300,150,5,5,280,5,3,0,0,7,100,150,80,219,99,150000,162,171,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
30,Bloody Hunch Back,22,1555,20,300,10,21,65,100,165,111,0,0,22,22,24,14,10,70,23,21,0,90,150,5,5,208,5,2,0,0,5,80,200,30,155,70,150000,110,121,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,0,0,2000,513,0,0,0,0,0,0,0,10,0,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
31,Twin Sickle,25,1767,10,300,10,15,65,100,191,126,0,0,25,25,27,18,8,70,23,25,0,90,150,5,5,232,5,2,0,0,6,80,200,30,176,79,150000,134,144,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,0,0,2000,513,0,0,0,0,0,0,0,10,0,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
32,Red Flag Goblin,28,1979,22,150,10,15,60,100,217,141,0,0,28,28,31,17,8,70,23,25,0,90,150,5,5,256,5,2,0,0,6,200,150,30,197,89,150000,144,159,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,10000,514,2000,513,0,0,0,0,0,0,0,10,0,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
33,Depravity Monk,31,2191,3,310,10,11,50,100,283,156,0,0,31,31,34,19,9,70,23,37,0,90,150,5,5,280,5,2,0,0,7,100,150,30,219,99,150000,161,175,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
34,Vagabond,34,2404,8,150,10,28,60,100,272,171,0,0,34,34,37,17,8,70,23,20,0,90,150,5,5,304,5,2,0,0,7,200,150,30,240,110,150000,180,191,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,10000,517,0,0,0,0,0,0,0,0,0,10,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
35,Buckethead,37,2616,48,130,10,20,55,100,305,186,0,0,37,37,41,15,8,70,23,29,0,90,150,5,5,328,5,2,0,0,8,50,130,30,261,122,150000,198,206,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
36,Sword Gorilla,40,2828,29,310,10,25,70,100,364,202,0,0,40,40,44,18,17,70,23,34,0,90,150,5,5,344,5,1,0,0,9,100,150,30,282,134,150000,211,225,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,10000,519,0,0,0,0,0,0,0,0,0,10,0,1,22500,0,0,2250,2250,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
37,Ice Witch,31,2191,33,310,10,40,70,100,216,156,0,0,31,31,34,12,30,70,23,30,0,300,150,5,5,280,5,3,0,0,7,100,150,80,219,99,150000,162,175,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,0,10,0,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
38,Bloody Hunch Back,22,1555,20,300,10,21,65,100,165,111,0,0,22,22,24,14,10,70,23,21,0,90,150,5,5,208,5,2,0,0,5,80,200,30,155,70,150000,119,123,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
39,Twin Sickle,25,1767,10,300,10,15,65,100,191,126,0,0,25,25,27,18,8,70,23,25,0,90,150,5,5,232,5,2,0,0,6,80,200,30,176,79,150000,132,137,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,10000,523,0,0,0,0,0,0,0,0,0,0,10,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
40,Red Flag Goblin,28,1979,22,150,10,15,60,100,217,141,0,0,28,28,31,17,8,70,23,25,0,90,150,5,5,256,5,2,0,0,6,200,150,30,197,89,150000,148,153,200000,4,0,0,20000,28,0,0,0,0,0,0,0,0,25,151,0,0,120,138,725,496,0,0,2000,526,0,0,0,0,0,0,0,0,10,1,45000,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
41,Depravity Monk,31,2191,3,310,10,11,50,100,283,156,0,0,31,31,34,19,9,70,23,37,0,90,150,5,5,280,5,2,0,0,7,100,150,30,219,99,150000,164,177,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,526,0,0,0,0,0,0,0,0,10,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
42,Vagabond,34,2404,8,150,10,28,60,100,272,171,0,0,34,34,37,17,8,70,23,20,0,90,150,5,5,304,5,2,0,0,7,200,150,30,240,110,150000,184,186,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,10000,525,2000,526,0,0,0,0,0,0,0,0,10,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
43,Buckethead,37,2616,48,130,10,20,55,100,305,186,0,0,37,37,41,15,8,70,23,29,0,90,150,5,5,328,5,2,0,0,8,50,130,30,261,122,150000,193,207,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,528,0,0,0,0,0,0,0,0,10,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
44,Frozen Corpse ,40,2828,27,310,10,20,65,100,340,202,0,0,40,40,44,22,12,70,23,30,0,90,150,5,5,344,5,1,0,0,9,100,150,30,282,134,150000,215,225,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,528,0,0,0,0,0,0,0,0,10,1,22500,0,0,2250,2250,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
45,Gamara,31,2191,1,310,10,29,75,100,213,156,0,0,31,31,34,18,8,70,23,29,0,300,150,5,5,280,5,3,0,0,7,100,150,80,219,99,150000,159,168,200000,4,15000,23,15000,28,10000,29,0,0,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,0,0,10,1,22500,0,0,2250,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
46,Wounded Soldier,43,3040,50,130,10,10,60,100,371,217,0,0,43,43,47,18,10,70,23,30,0,90,150,5,5,376,5,2,0,0,9,50,130,30,304,146,150000,233,234,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,22500,0,0,2250,2250,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
47,Undead Killer,46,3252,18,310,10,20,70,100,395,232,0,0,46,46,51,20,10,70,23,29,0,90,150,5,5,392,5,2,0,0,10,100,150,30,325,159,150000,240,256,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,20999,0,0,2099,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
48,Bandit Captain,49,3464,43,310,10,13,65,100,510,247,0,0,49,49,54,20,9,70,23,40,0,90,150,5,5,424,5,1,0,0,10,100,150,40,346,172,150000,263,269,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,529,0,0,0,0,0,0,10,0,0,1,20999,0,0,2099,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
49,Mutant Arm,52,3676,34,300,10,15,70,100,492,262,0,0,52,52,57,18,12,70,23,33,0,90,150,5,5,440,5,2,0,0,11,80,200,30,367,185,150000,276,285,200000,4,15000,25,15000,28,10000,31,5000,33,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,529,0,0,0,0,0,0,10,0,0,1,20999,0,0,2099,2099,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
50,Red Toad,55,3888,37,310,10,13,50,100,535,277,0,0,55,55,61,19,18,70,23,34,0,90,150,5,5,472,5,2,0,0,12,100,150,30,388,199,150000,288,299,200000,4,15000,25,15000,28,10000,31,5000,33,0,0,0,0,25,151,0,0,120,139,725,496,0,0,2000,529,0,0,0,0,0,0,10,0,0,1,20999,0,0,1399,1399,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
51,Tattooed Murder,58,4101,28,130,10,25,75,100,629,292,0,0,58,58,64,27,14,70,23,40,0,90,150,5,5,488,5,1,0,0,12,50,130,30,410,213,150000,312,317,200000,4,15000,25,15000,28,10000,31,5000,33,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,20999,0,0,1399,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
52,Green Berserker,46,3252,2,310,10,15,70,100,334,232,0,0,46,46,51,18,8,70,23,25,0,90,150,5,5,392,5,3,0,0,10,100,150,75,325,159,150000,249,249,200000,4,15000,24,15000,28,10000,30,5000,32,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,20999,0,0,2099,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
53,Flute Witch,52,3676,30,310,10,20,75,100,505,262,0,0,52,52,57,18,9,70,23,45,0,300,150,5,5,440,5,3,0,0,11,100,150,80,367,185,150000,276,281,200000,4,15000,25,15000,28,10000,31,5000,33,0,0,0,0,25,151,0,0,120,139,725,496,0,0,0,0,0,0,0,0,0,0,10,0,0,1,20999,0,0,2099,2099,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,1,492,1,493,1,494,1,495,1,490,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90028,50,90029,33,30,98999,99001,0,0,0,0,0,0,0,0,0,0,1500,99209,725,490,100,99440,1250,99515,0,0,0,0,0,0,5000,99493,0,0,0,0,100,100
