ID,Name,Level,ItemType,Rareness,Clan,Description1,Description2,Description3,LevelRequirement,HonorPointReq,PurchasePrice,SalePrice,DisplayItem2D,Strength,Dexterity,Vitality,Chi,Luck,Damage,Defense,LightDamage,ShadowDamage,DarkDamage,LightResistance,ShawdowResistance,DarkResistance,ChancetoHit,ChancetoDodge,PercentToDeadlyBlow,ValueType,Value1,SkillBonusID1,SkillBonusID2,SkillBonusID3,SkillBonusAmount1,SkillBonusAmount2,SkillBonusAmount3
127,Dark Typhoon,70,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Frozen Thunder,70,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Flash from Heaven,70,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Aeroblast,70,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Bloody Sword,70,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Demon's Breath,70,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Devil Illusion,70,5,2,4,1/35 Skillpoints,Long Spear multi (3),Attack Range 2M / 2M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Devil Hallucination,70,5,2,4,1/35 Skillpoints,Scepter Single hit,Attack Range 8M / 12M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Devil Spirit,70,5,2,4,1/35 Skillpoints,Scepter Multi hit (3),Attact Range 8M / 12M,30,-100,218770,72920,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,HP Elixer,1,3,3,1,Ctrl + click item to use,gives 20 hp,,0,0,50000,16660,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Chi Elixer,1,3,3,1,Ctrl + click item to use,gives 25 chi,,0,0,100000,33330,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Tin(3%),1,3,2,1,Strengthening material,Can enhance weapons,"armor,boots and gloves",0,0,10000,3330,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Dark Steel(6%),1,3,2,1,Strengthening material,Can enhance weapons,"armor,boots and gloves",0,0,30000,10000,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Black Steel(9%),1,3,3,1,Strengthening material,Can enhance weapons,"armor,boots and gloves",0,0,60000,20000,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Steel Of Eternity(12%),1,3,3,1,Strengthening material,Can enhance weapons,"armor,boots and gloves",0,0,100000,33330,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Steel Cannon (HS),60,5,2,1,1/30 Skillpoints,HP Shield 111% / 150%,Duration 60sec / 60sec,60,-100,162620,54200,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Steel Cannon (HS),70,5,2,1,1/30 Skillpoints,HP Shield 111% / 150%,Duration 60sec / 60sec,60,-100,218770,72920,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Steel Cannon (HS),80,5,2,1,1/30 Skillpoints,HP Shield 111% / 150%,Duration 60sec / 60sec,60,-100,258400,86130,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Heavenly Blow,60,5,2,1,1/30 Skillpoints,Chance of deadly 12/75%,Duration 64sec/180 sec,60,-100,162620,54200,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Heavenly Blow,70,5,2,1,1/30 Skillpoints,Chance of deadly 12/75%,Duration 64sec/180 sec,60,-100,218770,72920,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Heavenly Blow,80,5,2,1,1/30 Skillpoints,Chance of deadly 12/75%,Duration 64sec/180 sec,60,-100,258400,86130,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Zeus' Roar(GS),70,5,3,1,1/30 Skillpoints,Luck Applied 13% / 100%,Duration 65sec/240sec,70,-100,223770,74590,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Zeus' Roar(GS),80,5,3,1,1/30 Skillpoints,Luck Applied 13% / 100%,Duration 65sec/240sec,70,-100,263400,87800,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Return Scroll,1,2,1,1,Ctrl + click item to use,return to hometown,,1,0,3000,1000,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
151,Book Of Clear Fog,1,3,3,1,Use to delete a skill,and gives the used,skillpoints back,1,0,1000000,333330,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Whirlwind,30,5,2,2,1/35 Skillpoints,Sword Single Hit,Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Dragon Blade,30,5,2,2,1/35 Skillpoints,Sword Multi-Hits (4),Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Devil's Strike,30,5,2,2,1/35 Skillpoints,Blade Single Hit,Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Flash of Rage,30,5,2,2,1/35 Skillpoints,Blade Multi-Hits (3),Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Dragon Typhoon,30,5,2,2,1/35 Skillpoints,Marble Single-Hit ,Attack Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Four Gods' blows,30,5,2,2,1/35 Skillpoints,Marble Multi-Hit (4),Attack Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Dark Glimmer,30,5,2,3,1/35 Skillpoints,Katana Single Hit,Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Rain of Arrows,30,5,2,3,1/35 Skillpoints,Katana Multi-Hit (4),Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Dragon's Whirl,30,5,2,3,1/35 Skillpoints,Double Blade Single Hit,Attack Range 1M / 1M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Dark Typhoon,30,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Frozen Thunder,30,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Flash from Heaven,30,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Aeroblast,30,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Bloody Sword,30,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Demon's Breath,30,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Devil Illusion,30,5,2,4,1/35 Skillpoints,Long Spear multi (3),Attack Range 2M / 2M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Devil Hallucination,30,5,2,4,1/35 Skillpoints,Scepter Single hit,Attack Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Devil Spirit,30,5,2,4,1/35 Skillpoints,Scepter Multi hit (3),Attact Range 8M / 12M,30,-100,25230,8410,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5-Star Formation,30,5,2,1,1/20 Skillpoints,IIncrease Chance to hit,11%/40% 195sec/480 sec,30,-100,25230,8410,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Oval Formation,30,5,2,1,1/20 Skillpoints,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,30,-100,25230,8410,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Whirlwind,35,5,2,2,1/35 Skillpoints,Sword Single Hit,Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Dragon Blade,35,5,2,2,1/35 Skillpoints,Sword Multi-Hits (4),Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Devil's Strike,35,5,2,2,1/35 Skillpoints,Blade Single Hit,Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Flash of Rage,35,5,2,2,1/35 Skillpoints,Blade Multi-Hits (3),Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Dragon Typhoon,35,5,2,2,1/35 Skillpoints,Marble Single-Hit ,Attack Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Four Gods' blows,35,5,2,2,1/35 Skillpoints,Marble Multi-Hit (4),Attack Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Dark Glimmer,35,5,2,3,1/35 Skillpoints,Katana Single Hit,Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Rain of Arrows,35,5,2,3,1/35 Skillpoints,Katana Multi-Hit (4),Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Dragon's Whirl,35,5,2,3,1/35 Skillpoints,Double Blade Single Hit,Attack Range 1M / 1M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Dark Typhoon,35,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Frozen Thunder,35,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Flash from Heaven,35,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Aeroblast,35,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Bloody Sword,35,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Demon's Breath,35,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Devil Illusion,35,5,2,4,1/35 Skillpoints,Long Spear multi (3),Attack Range 2M / 2M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Devil Hallucination,35,5,2,4,1/35 Skillpoints,Scepter Single hit,Attack Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Devil Spirit,35,5,2,4,1/35 Skillpoints,Scepter Multi hit (3),Attact Range 8M / 12M,30,-100,39360,13120,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,5-Star Formation,35,5,2,1,1/20 Skillpoints,Increase Chance to hit,11%/40% 195sec/480 sec,30,-100,39360,13120,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Oval Formation,35,5,2,1,1/20 Skillpoints,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,30,-100,39360,13120,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Whirlwind,40,5,2,2,1/35 Skillpoints,Sword Single Hit,Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Dragon Blade,40,5,2,2,1/35 Skillpoints,Sword Multi-Hits (4),Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Devil's Strike,40,5,2,2,1/35 Skillpoints,Blade Single Hit,Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Flash of Rage,40,5,2,2,1/35 Skillpoints,Blade Multi-Hits (3),Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Dragon Typhoon,40,5,2,2,1/35 Skillpoints,Marble Single-Hit ,Attack Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Four Gods' blows,40,5,2,2,1/35 Skillpoints,Marble Multi-Hit (4),Attack Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Dark Glimmer,40,5,2,3,1/35 Skillpoints,Katana Singe Hit,Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Rain of Arrows,40,5,2,3,1/35 Skillpoints,Katana Multi-Hit (4),Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Dragon's Whirl,40,5,2,3,1/35 Skillpoints,Double Blade Single Hit,Attack Range 1M / 1M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Dark Typhoon,40,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Frozen Thunder,40,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Flash from Heaven,40,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Aeroblast,40,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Bloody Sword,40,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Demon's Breath,40,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Devil Illusion,40,5,2,4,1/35 Skillpoints,Long Spear multi (3),Attack Range 2M / 2M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Devil Hallucination,40,5,2,4,1/35 Skillpoints,Scepter Single hit,Attack Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Devil Spirit,40,5,2,4,1/35 Skillpoints,Scepter Multi hit (3),Attact Range 8M / 12M,30,-100,57670,19220,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,5-Star Formation,40,5,2,1,1/35 Skillpoints,IIncrease Chance to hit,11%/40% 195sec/480 sec,30,-100,57670,19220,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Oval Formation,40,5,2,1,1/35 Skillpoints,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,30,-100,57670,19220,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Whirlwind,45,5,2,2,1/35 Skillpoints,Sword Single Hit,Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Dragon Blade,45,5,2,2,1/35 Skillpoints,Sword Multi-Hits (4),Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Devil's Strike,45,5,2,2,1/35 Skillpoints,Blade Single Hit,Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Flash of Rage,45,5,2,2,1/35 Skillpoints,Blade Multi-Hits (3),Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Dragon Typhoon,45,5,2,2,1/35 Skillpoints,Marble Single-Hit ,Attack Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Four Gods' blows,45,5,2,2,1/35 Skillpoints,Marble Multi-Hit (4),Attack Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Dark Glimmer,45,5,2,3,1/35 Skillpoints,Katana Single Hit,Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Rain of Arrows,45,5,2,3,1/35 Skillpoints,Katana Multi-Hit (4),Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Dragon's Whirl,45,5,2,3,1/35 Skillpoints,Double Blade Single Hit,Attack Range 1M / 1M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Dark Typhoon,45,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Frozen Thunder,45,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Flash from Heaven,45,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Aeroblast,45,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Bloody Sword,45,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Demon's Breath,45,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Devil Illusion,45,5,2,4,1/35 Skillpoints,Long Spear multi (3),Attack Range 2M / 2M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Devil Hallucination,45,5,2,4,1/35 Skillpoints,Scepter Single hit,Attack Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Devil Spirit,45,5,2,4,1/35 Skillpoints,Scepter Multi hit (3),Attact Range 8M / 12M,30,-100,79870,26620,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5-Star Formation,45,5,2,1,1/20 Skillpoints,Increase Chance to hit,11%/40% 195sec/480 sec,30,-100,79870,26620,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Oval Formation,45,5,2,1,1/20 Skillpoints,Inc MovSpeed and Dodge,11%/40% 195sec/480sec,30,-100,79870,26620,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Whirlwind,50,5,2,2,1/35 Skillpoints,Sword Single Hit,Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Dragon Blade,50,5,2,2,1/35 Skillpoints,Sword Multi-Hits (4),Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Devil's Strike,50,5,2,2,1/35 Skillpoints,Blade Single Hit,Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Flash of Rage,50,5,2,2,1/35 Skillpoints,Blade Multi-Hits (3),Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Dragon Typhoon,50,5,2,2,1/35 Skillpoints,Marble Single-Hit ,Attack Range 8M / 12M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Four Gods' blows,50,5,2,2,1/35 Skillpoints,Marble Multi-Hit (4),Attack Range 8M / 12M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Dark Glimmer,50,5,2,3,1/35 Skillpoints,Katana Single Hit,Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Rain of Arrows,50,5,2,3,1/35 Skillpoints,Katana Multi-Hit (4),Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Dragon's Whirl,50,5,2,3,1/35 Skillpoints,Double Blade Single Hit,Attack Range 1M / 1M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Dark Typhoon,50,5,2,3,1/35 Skillpoints,Double Dlade,Attack Range 1M / 1M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Frozen Thunder,50,5,2,3,1/35 Skillpoints,Lute single-Hit,Attack Range 8M / 12M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Flash from Heaven,50,5,2,3,1/35 Skillpoints,Lute Multi-Hit,Attack Range 8M / 12M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Aeroblast,50,5,2,4,1/35 Skillpoints,Light blade Single Hit,Attack Range 2M / 3M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Bloody Sword,50,5,2,4,1/35 Skillpoints,Light Blade Multi (3),Attack Range 2M / 2M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Demon's Breath,50,5,2,4,1/35 Skillpoints,Long Spear Single hit,Attack Range 2M / 4M,30,-100,105390,35130,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
