ID,Name,Description1,Description2,Description3
464,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
465,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
466,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
467,"단공축쇄진","동행 진법무공","진 안의","1회 영역 공격"
468,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
469,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
470,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
471,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
472,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
473,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
474,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
475,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
476,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
477,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
478,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
479,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
480,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
481,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
482,"무극철포공","개인 공용무공","호신강기를 형성하여","적의 공격으로부터"
483,"무극천살공","개인 공용무공","치명적인 공격의","기회가 상승한다."
484,"천왕후","개인 공용무공","행운을 상승 시킴",""
485,"천왕후","개인 공용무공","행운을 상승 시킴",""
486,"천왕후","개인 공용무공","행운을 상승 시킴",""
487,"천왕후","개인 공용무공","행운을 상승 시킴",""
488,"천왕후","개인 공용무공","행운을 상승 시킴",""
489,"천왕후","개인 공용무공","행운을 상승 시킴",""
490,"시랑초","제조아이템",""체력단, 공력단의 재료"",""
491,"흑산우","활력단의 재료",""동모삼,흑산우를"","조합해보자"
492,"동모삼","활력단의 재료",""동모삼,흑산우를"","조합해보자"
493,"산왕녹용","내공단의 재료",""백년산삼,태상황,"","산왕녹용을 조합해보자"
494,"태상황","내공단의 재료",""백년산삼,태상황,"","산왕녹용을 조합해보자"
495,"백년산삼","내공단의 재료",""백년산삼,태상황,"","산왕녹용을 조합해보자"
496,"행운권","Ctrl + 클릭 사용","진귀한 아이템을 획득",""
497,"전표","Ctrl + 클릭 사용","은화를 획득합니다.",""
498,"봉물함","70~89성 플레이어","사용가능.","고급 아이템을 획득"
499,"지각단","사용시 경험치 2배 적용","30~49성 사용가능","사망시 효과사라짐"
500,"지각환","사용시 경험치 2배 적용","레벨제한 없음",""
501,"패물함","임무 아이템","",""
502,"관상의 서신","임무 아이템","",""
503,"정추달의 보고서","임무 아이템","",""
504,"금강석","임무 아이템","",""
505,"송호의 서신","임무 아이템","",""
506,"묘본삼","임무 아이템","",""
507,"송호의 보고서","임무 아이템","",""
508,"천향주호","임무 아이템","",""
509,"매향보검","임무 아이템","",""
510,"예목의 처방약","임무 아이템","",""
511,"흑심도","임무 아이템","",""
512,"상관엽의 서신","임무 아이템","",""
513,"밀서","임무 아이템","",""
514,"주단","임무 아이템","",""
515,"장손기백의 서신","임무 아이템","",""
516,"야율근의 답장","임무 아이템","",""
517,"어전주호","임무 아이템","",""
518,"의문의 서신","임무 아이템","",""
519,"구향패옥","임무 아이템","",""
520,"혈류천살의 서신","임무 아이템","",""
521,"혈류천살의 서신2","임무 아이템","",""
522,"호왕표의 답장","임무 아이템","",""
523,"해독단","임무 아이템","",""
524,"서광의 갑주","임무 아이템","",""
525,"검마릉 지도 1절","임무 아이템","",""
526,"검마릉 지도 2절","임무 아이템","",""
527,"검마릉 열쇠","임무 아이템","",""
528,"자광석","임무 아이템","",""
529,"패상초","임무 아이템","",""
530,"석판","임무 아이템","",""
531,"명분의 서신","임무 아이템","",""
532,"문중선생의 유서","임무 아이템","",""
533,"추적명령서","임무 아이템","",""
534,"벽무도의 칼집","임무 아이템","",""
535,"사망자 명단","임무 아이템","",""
536,"패상초","임무 아이템","",""
537,"협조 요청서","임무 아이템","",""
538,"칠금향","임무 아이템","",""
539,"호패의 서신","임무 아이템","",""
540,"의문의 명패","임무 아이템","",""
541,"부혈담","임무 아이템","",""
542,"패상초","임무 아이템","",""
543,"검마릉 내문용 열쇠","임무 아이템","",""
544,"설득의 서신","임무 아이템","",""
545,"비설옥 옥패","임무 아이템","",""
546,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
547,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
548,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
549,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
550,"벽룡심권","백도십삼천","권 전용","6초식 무공"
551,"천마무영세","백도십삼천","권 전용","7초식 무공"
552,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
553,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
554,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
555,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
556,"벽룡심권","백도십삼천","권 전용","6초식 무공"
557,"천마무영세","백도십삼천","권 전용","7초식 무공"
558,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
559,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
560,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
561,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
562,"벽룡심권","백도십삼천","권 전용","6초식 무공"
563,"천마무영세","백도십삼천","권 전용","7초식 무공"
564,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
565,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
566,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
567,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
568,"벽룡심권","백도십삼천","권 전용","6초식 무공"
569,"천마무영세","백도십삼천","권 전용","7초식 무공"
570,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
571,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
572,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
573,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
574,"벽룡심권","백도십삼천","권 전용","6초식 무공"
575,"천마무영세","백도십삼천","권 전용","7초식 무공"
576,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
577,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
578,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
579,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
580,"벽룡심권","백도십삼천","권 전용","6초식 무공"
581,"천마무영세","백도십삼천","권 전용","7초식 무공"
582,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
583,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
584,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
585,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
586,"벽룡심권","백도십삼천","권 전용","6초식 무공"
587,"천마무영세","백도십삼천","권 전용","7초식 무공"
588,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
589,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
590,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
591,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
592,"벽룡심권","백도십삼천","권 전용","6초식 무공"
593,"천마무영세","백도십삼천","권 전용","7초식 무공"
594,"화련검풍세","백도십삼천","검 전용 ","6초식 무공"
595,"태양천폭세","백도십삼천","검 전용 ","7초식 무공"
596,"천무섬쇄","백도십삼천","도 전용 ","6초식 무공"
597,"비뢰연환세","백도십삼천","도 전용 ","7초식 무공"
598,"벽룡심권","백도십삼천","권 전용","6초식 무공"
599,"천마무영세","백도십삼천","권 전용","7초식 무공"
600,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
601,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
602,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
603,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
604,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
605,"월영비천","패왕파천련","비파 전용","7초식 무공"
606,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
607,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
608,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
609,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
610,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
611,"월영비천","패왕파천련","비파 전용","7초식 무공"
612,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
613,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
614,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
615,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
616,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
617,"월영비천","패왕파천련","비파 전용","7초식 무공"
618,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
619,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
620,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
621,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
622,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
623,"월영비천","패왕파천련","비파 전용","7초식 무공"
624,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
625,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
626,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
627,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
628,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
629,"월영비천","패왕파천련","비파 전용","7초식 무공"
630,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
631,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
632,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
633,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
634,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
635,"월영비천","패왕파천련","비파 전용","7초식 무공"
636,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
637,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
638,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
639,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
640,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
641,"월영비천","패왕파천련","비파 전용","7초식 무공"
642,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
643,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
644,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
645,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
646,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
647,"월영비천","패왕파천련","비파 전용","7초식 무공"
648,"흑뢰천살","패왕파천련","태도 전용","6초식 무공"
649,"흑섬연살","패왕파천련","태도 전용","7초식 무공"
650,"비문낙화","패왕파천련","쌍극 전용","6초식 무공"
651,"귀횡천살","패왕파천련","쌍극 전용","7초식 무공"
652,"빙뢰천폭","패왕파천련","비파 전용","6초식 무공"
653,"월영비천","패왕파천련","비파 전용","7초식 무공"
