id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
14,"[Way of Justice] Destroy 'One Armed Fighter'",34,1,14,15,1,5,46,2447,46,3277,18,0,0,0,0,0,83,905,1,0,0,6,150,"You probably know why I have called you.","He might have his men make an ambush ","","","","","","Whew.. Luckly I'm not late..","","There's a urgent matter so come this way!!"
--,,,,,,,,,,,,,,,,,,,,,,,4,64592,"It's regarding 'Songho' in Mujung Palace..","in several places..","","","","","","I didn't think toxin demon will attack first..","","Caught between a rock and a hard place."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"He cannot accomplish the mission because ","Maybe it can be difficult to defeat him.","","","","","","If Yaoguai is behine them, this is very serious. ","","Need to hold still until rescue forces arrive.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"he has been exposed to the enemy according to","But I believe that you can do a good job.","","","","","","Staying in Mujung Palace will be dangerous.","","Not yet..? The situation is not good.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"his letter. Besides he was seriously wounded by","I promise under my killer smile.","","","","","","Thanks to you we have managed to pull through.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the famous master One Armed Fighter.","Wahahahahaha!!","","","","","","It's dangerous here so you need to escape first.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He has succeeded to hide out for now.","Once again when you are on the way to Songho ","","","","","","I'll catch up with you after one more check.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"His escape will be impossible since toxin ","One Armed Fighter will show up.. It won't be ","","","","","","Don't worry about me. ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"demon has cut off all the path. ","too far from where Songho is. ","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please go to Mujung Palace and rescue Songho.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Fighting with One Armed Fighter is unavoidable. ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Beat him and rescue Songho.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I think you can do it although it's dangerous.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You'll run into One Armed Fighter on the way.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
15,"[Way of Justice] Collect Gucheol's Scented Bottle.",36,1,15,16,1,2,0,0,0,0,13,0,0,0,0,0,13,508,0,0,0,6,11173,"Hahaha.. Nice to meet you Sohyep..","Hahaha..","","","","","","Ohohoh..","","Sir, could you chat with me for a little?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I heard about the fame and I am well aware of it. ","Scented Bottle is a treasure of mine ","","","","","","You really have brought it back..","","Hmm.. I'll be watching how good you are..?"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"I heard that there are many people in the castle ","that cannot be sold to anyone..","","","","","","Thank you so much..","","I only hope that Gwanine his diciple is good."
--,,,,,,,,,,,,,,,,,,,,,,,,,"who has been helped by you... hahaha..","I believe that you'll help the poor old man.","","","","","","I'll never forget your kindness.","","Sir, I hope you don't disapoint me.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"An old homeless like me knowing the sense of shame ","One of the Axe Grunt Leaders will have it.","","","","","","This is for the good faith so please take it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"is asking for a favor .. Please don't refuse..","Please get it back.  Please.","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I had an antique that I valued long time ago.","Hahahaha..","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Called 'Scented Bottle'..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It was a very famous wine cast that the great hero ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"'war god' valued. ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"But it's been taken away by Captain Ma ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"days ago..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I was depressed but fortunately I have met you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"So here I am asking you a favor.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Would you please get it back?","","","","","","","","",""
16,"[Way of Justice] Decisive battle with Pirate King.",38,1,16,17,1,5,2,4294963672,0,3132,1,0,0,0,0,0,1,906,1,0,0,4,62619,"I've heard about you Chivalry Deed recently.","'Pirate King'is the captain of Mounted Bandits. ","","","","","","I've heard that you have defeated 'Pirate King'.","","Come see me.. I'll be waiting.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"It seems like yesterday that you were just a kid.","He's also the brother of boss'Deity General'.","","","","","","The news is that the fine talented man comes out ","","I'll be waiting for a good news!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Now you're becoming a person. Giggle..","The fight can be difficult because they are known","","","","","","from the fine master.","","Don't underestimate them! He's the boss of"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Ahem.. I have called you because there's a job","as unscrupulous and mean..","","","","","","What is that look on your eyes? ","","mounted bandits! It won't be a easy fight.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"for you to settle. I won't say more about helping  ","You'll have to settle it since you have started.","","","","","","Aw tut tut.. You are opposing to me straight out ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Gucheol and digging up Mounted Bandits' base","Go and beat 'Pirate King'.","","","","","","now.. Forget what I said before!! Pooh..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"since it's a very famous story..","Don't need to hesitate to cut the badness.","","","","","","You did a good job. The hostages were rescued by ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Mounted Bandits's Pirate King has come himself  ","Pirate King is waiting for you at gocheon   ","","","","","","our castle's recue team safely. So don't worry.. ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"to gocheon for a revenge toward you.","bridge. Go now. The hostages will be rescued. ","","","","","","But what I'm worried about is..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"They sent a letter saying that they have hostages  ","So don't worry..","","","","","","The 'Deity General' is violent and powerful  ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and they'll kill them all unless you show up.","","","","","","","and I'm worried what kind of revenge ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You'll have to settle it since you have started.","","","","","","","he's thinking about.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go and get rid of 'Pirate King'. Understand?","","","","","","","Always look around throughly and be cautious.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"'Pirate King'will be waiting for you at the ","","","","","","","Understood..?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"end of the Gokcheonri Bridge. Go quickly.","","","","","","","","",""
17,"[Way of Justice] Obtain 'Apricot Sword'.",40,1,17,52,2,2,0,0,0,0,13,0,0,0,0,0,13,509,0,0,0,5,2,"Haha.. How are you Sohyep..?","The Apricot Sword has no efficiency.","","","","","","Ohoh..","After all..  the favor was too unreasonable..","Sir, would you see me for a bit? Hahaha.."
--,,,,,,,,,,,,,,,,,,,,,,,4,93709,"I thank you for the help last time. Hahaha..","The sword is famous just because of the beautiful ","","","","","","Ah.. This is the Apricot Sword!!","Thank you for the effort.","Although someone in gokcheonri has it.."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"May I ask you another favor ","decoration. Cannot find any better use compared to ","","","","","","After all the legend wasn't wrong. the  ","I'm sorry to cause the trouble..","Would Mr. Gwanine's disciple do a good job?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"if you are not busy..?","regular swords.. Hahaha..","","","","","","decoration and the beauty..","","It's okay to quit since it's not that easy."
--,,,,,,,,,,,,,,,,,,,,,,,,,"You probably know that it's my only hobbie ","Once again if you think the favor is unreasonable,","","","","","","Thank you so much!! ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"to collect the antiques.","it's okay to refuse. ","","","","","","I thank you for the kindness!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"But there is only one thing I haven't ","It's just an old homeless man is asking too much.","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"seen yet.. It's the 'Apricot Sword'..","It won't be easy to find the person who has the   ","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It's a treasure that was lost long time ago.","precious sword from all the enemies..","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You might think it's a unreasonable favor","You'll have to be fortunate.. Hahaha","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Will you let me see the 'Apricot Sword'?","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I'm not sure but I've heard ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"that someone in gokcheonri has it..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It's okay to refuse if you think it's not fair.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please think about it.. Hahaha.","","","","","","","","",""
18,"[Way of Killer] Delivery of Yem's prescription.",14,2,1,19,1,3,0,0,0,0,31,0,0,0,0,0,32,510,0,0,0,1,0,"Oh darn!! The weather is ugly!!","Still here?","","","","","","What?!! That nasty old man Yem has sent you?!!","","Darn.. Come and see, it's urgent!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Don't you think so too?!! Right?","I'm very busy!! Once again, plese give the ","","","","","","Darn old man..!!","","Oh, I don't want to work since I'm not well!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"It looks like you are feeling well.","medicine to Holy Sword of Union Chen. ","","","","","","He really has sent it early..","","Pooh.That old Yem haven't made the medicine yet?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since you can move around like flawlessly..","I have to go!!","","","","","","We'll see.. As soon as I recover, I'll teach ","","Don't want to do anything, since I'm not well!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"That's good. How unfortunate!!","","","","","","","that old man a lesson!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since you came all this way, please do me a favor.","","","","","","","Ah.. However, thank you for your trouble.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Give this prescript medicine to that nasty old man.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He'll catch a cold when the weather is bad, ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and he's always styling himself without a jacket!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Pooh!! He's disturbing in many different ways..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"However, thank you for the trouble.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
19,"[Way of Killer] Destroy 'Ironclad Soldier Engubak'.",14,2,2,20,1,5,6,4294965113,404,1599,22,0,0,0,0,0,22,902,1,0,0,5,1,"Do you remember the day when you lost conscious?","Still here?","","","","","","Thank you for the trouble.","","Come here for a minute."
--,,,,,,,,,,,,,,,,,,,,,,,4,4099,"I don't know what's kind of trick this is, but   ","Don't need to hesitate regaring the past.","","","","","","Even though you'll be painful, don't dwell.","","Perish Engubak yourself for his best."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"your friend 'Engubak' whom you have perished is ","Hurry and perish him yourself.","","","","","","The enemies that you'll have to face will give you ","","Not yet? It's taking longer than I thought."
--,,,,,,,,,,,,,,,,,,,,,,,,,"frequently appearing near by the castle. ","That the best for the dead Engubak.","","","","","","more trial...","","Are you still hesitating..? This is difficult."
--,,,,,,,,,,,,,,,,,,,,,,,,,"He probably reincarnated as a Ironclad Soldier ","Engubak appears near by tombstone at west gate. ","","","","","","Take this money to get some wine, ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"due to someone's trick.","Go now!!","","","","","","and rest.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"You'll need to resolve this problem yourself.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"It will be painful but we can't change the past.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"For Engubak, you'll need to perish him.  ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go now!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Engubak appears near by tombstone at west gate.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
20,"[Way of Killer] Suppression of the Spear Shaman.",16,2,3,21,1,1,0,0,0,0,33,0,0,0,0,0,33,12,40,0,0,0,0,"Hey!!  Heard that your wounds were critical..","Just go on ahead for now.","","","","","","Ha Ha Ha. You've truly done a great job.","","Come here for a minute if its all right with you!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"it seems that you¡¯ve gotten better.","I'll join you right after I report to the captain.","","","","","","But you seem a little sluggish than before..","","I'll expect good news... Do not disappoint me."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Anyhow  I'm sure you know?","Spear Shaman aren't that difficult to kill.","","","","","","Have you yet to recover completely..?","","The iron spear soldier is only a warm up!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"The magic barrier at baekmo is baffling. That's","Don't you agree?","","","","","","Maybe I was out of line in asking you.","","It will not be a difficult task.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"why there's chaos and uproar all over the castle.","","","","","","","I thank you. I will reward you sufficiently.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I didn't call for you because of this matter.","","","","","","","Let's go for a drink later. Ha Ha!!","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We received an order from the superior officials ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"to eliminate the Spear Shaman..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Please help me if you're not particularly busy.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Its not easy to get back one's perception ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"even if you recuperate..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Get the feel of it by killing Spear Shaman.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go on ahead!! I will follow after you..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
21,"[Way of Killer] Dispose the 'Triggerman Saho'.",18,2,4,22,1,5,6,4294966298,397,4294959546,22,0,0,0,0,0,22,907,1,0,0,6,30645,"I believe Qi is acting on full force.","'Triggerman Saho' will most likely be waiting for ","","","","","","Hmm.. Assassin..","","I need to see you regarding an urgent matter."
--,,,,,,,,,,,,,,,,,,,,,,,4,6073,"According to a source, you are already the target.","you in the alley to the back of padosong.","","","","","","It was quite an immature method..","","Qi is talking nonsense..."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Primarily, internal enemies are the most fearful.","Attack him before he attacks you.","","","","","","With this, Qi's little charade was exposed.","","Assasasin.. so childish..."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The assassins they sent have set out to kill you.","It's important for a killer to locate his enemy.","","","","","","These geezers used to maintain their positions,","","Come to me as soon as you dispose of the enemy."
--,,,,,,,,,,,,,,,,,,,,,,,,,"They must be hiding in the alleys where you go","This is same as declaring a war with the Qi, ","","","","","","and are they starting to see their end..?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"frequently just waiting for you to pass by.","so finish it as flawlessly as possible.","","","","","","You made a mistake by failing to catch them.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I think it's the rear area towards padsong.","","","","","","","It seems that you still haven¡¯t recovered fully.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We are fortunate to have the information.","","","","","","","The killers will be looking for you in the future.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The 'Triggerman Saho' that they hired is excellent","","","","","","","Always be careful.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"in military services and hiding. You must find","","","","","","","This armor will help to protect you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"kill him before he gets to you first.","","","","","","","We don't know what will happen in the future, ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"This is called killer vs. killer which implies","","","","","","","so it won't be a bad idea having it with you.","",""
